Aff,Neg,Judging,Win
"San Francisco State AB																				NONE & Bays","Weber State KV																				Kaufman & Van Quakebeke","Voth, Ben																													Barquin, Joseph																													Jallits, Matthew","Neg																																																									Aff																																																		Aff"
