Aff,Neg,Judging,Win
"Fresno State MS																				Martinez & Sansom","Arizona State GF																				Guthrie & Ferdowsian","Green, LaToya																													Guevara, Omar																													Rodriguez Salcedo, Jeanette","Aff																																																		Aff																																											Neg"
