Aff,Neg,Judging,Win
"George Mason PR																				Pedersen & Ruiz","Liberty CH																				Carson & Hamilton","McElhinny, Colin																													O'Gorman, Tom																													Revelins, Armands","Aff																																											Neg																																																									Aff"
