Aff,Neg,Judging,Win
"Missouri - Kansas City SO																				Slinker & Owen","Illinois SH																				Shahriari & Herzing","Baker, Will																													Sehgal, Dhruv																													Zhan, Bobby","Neg																																																									Aff																																																		Aff"
