Aff,Neg,Judging,Win
"Rutgers-Newark NM																				Nave & Murphy","California, Berkeley SM																				Spurlock & Muppalla","Cherry, Kaine																													Garcia-Lugo, Juan																													Montee, Andy","Aff																																																		Aff																																																																							Neg"
