Aff,Neg,Judging,Win,Points/Ranks,Ranks
"Wayne State AW																				Anton & Williams","Vanderbilt CS																				Cohon & Spingarn","Jordan, Kathryn",Neg,"3											28.8																					Anton																																								 2											28.9																					Williams																																								 1											29																					Cohon																																								 4											28.7																					Spingarn",
"Wayne State CB																				Cooper & Branch","George Mason LY																				Lisik & Youngquist","Stewart, Clay",Neg,"4											27.9																					Cooper																																								 2											28.3																					Branch																																								 1											28.4																					Lisik																																								 3											28.2																					Youngquist",
"James Madison CM																				Cerja & McKnight","Liberty BW																				Washburn & Blow","Steiner, Rebecca",Aff,"1											28.3																					Cerja																																								 3											28.1																					McKnight																																								 2											28.2																					Washburn																																								 4											28																					Blow",
"Wayne State KP																				Kornosky & Panek","United States Military HM																				Hickey & Matlack","Susko, Peter",Neg,"4											27.7																					Kornosky																																								 2											27.9																					Panek																																								 1											28.1																					Hickey																																								 3											27.8																					Matlack",
"Boston LT																				Lin & Townsend","United States Military CW																				Collins & Watts","Febrizio, Mark",Aff,"1											28.2																					Lin																																								 2											28.1																					Townsend																																								 4											27.8																					Collins																																								 3											28																					Watts",
"United States Military HW																				Holbrook & Wilby","Mary Washington DH																				Dillon & Hogan","Murray, Lindsey",Aff,"1											28																					Holbrook																																								 2											27.9																					Wilby																																								 4											27.7																					Dillon																																								 3											27.8																					Hogan",
"George Mason CL																				Clarke & Lowery","Clarion SV																				Sorenson & Verona","Bosley, Jacob",Aff,"1											28.4																					Clarke																																								 2											28.3																					Lowery																																								 3											27.9																					Sorenson																																								 4											27.7																					Verona",
