Aff,Neg,Judging,Win
"UT Dallas BS																				Bawany & Sanchez","UT San Antonio WW																				Weathersby & Woeppel","Scott, Lucia																													Stanfield, Daniel																													Stout, Daniel","Neg																																																		Neg																													Aff"
