Aff,Neg,Judging,Win
"Wake Forest AS																				Athanasopoulos & Sugino","Georgetown KL																				Knez & Louvis","Bolman, Brad																													Feldman, Jonah																													Morgan, Will","Aff																																																																							Neg																																																		Neg"
