Aff,Neg,Judging,Win
"Mary Washington CL																				Coon & Lewis","Georgia AR																				Agrawal & Ramanan","Crunkilton, Cody																													Katsulas, John																													O'Gorman, Danielle","Neg																																																		Neg																																																		Neg"
"Emory BL																				Baker & Lewis","Georgia RS																				Rice & Stupek","McIntosh, Val																													Mosley-Jensen, William																													Roark, Collin","Neg																																																		Neg																																																		Neg"
"Emory MM																				Marcus & Morbeck","Minnesota AL																				Asirvatham & Leburu","Hart, Andrew																													Meyers-Levy, Dustin																													Steiner, Rebecca","Neg																																																		Neg																																																		Neg"
"Trinity DK																				Dill & Khullar","Georgia HH																				Haskins & Hoover","Cram Helwich, David																													Herndon, James																													Whitmore, Whit","Aff																																																		Aff																																																		Aff"
