Aff,Neg,Judging,Win
"Central Oklahoma CC																				Colen & Cauley","Kansas FM																				Fry & Massa","Brower, Brenden																													Munday, Matt																													Ogbuli, Anthony","Aff																																																																							Neg																													Aff"
