Aff,Neg,Judging,Win
"Navy BaSh																				Bauer & Shea","Liberty CS																				Copeland & Schwab","Hiland, Al																													McElhinny, Colin																													Waldinger, Patrick","Neg																													Aff																																																																							Neg"
