Aff,Neg,Judging,Win
"Nevada Las Vegas AO																				Aguilar & Ogata","Weber State PS																				pickens & Sanchez","Abbasi, Calvin																													Myers, Andrew																													Symonds, Adam","Neg																													Aff																																																		Aff"
