Aff,Neg,Judging,Win,Points/Ranks
"George Mason AZ																				Ahmed & Zhao","Florida SV																				Spicer & Van Buren","Kimball, Judd",Neg,"28																					Ahmed																													28.8																					Zhao																													28.5																					Spicer																													28.1																					Van Buren"
"United States Military CF																				Ford & Copeland","James Madison LW																				Lee & Wani","Edwards, Meagan",Neg,"28.4																					Rosende																													28.5																					Ford																													28.7																					Lee																													28.9																					Wani"
"Wake Forest YT																				Ye & Tong","George Mason GR																				Guzman & Reddy","Taylor, Terrell",Neg,"28.3																					Ye																													28.2																					Tong																													28.5																					Guzman																													28.4																					Reddy"
"Cornell MV																				Mensah & Van Buren","Liberty BP																				Barnett & Parish","Glomb, Alyssa",Neg,"27.7																					Mensah																													26.8																					Van Buren																													27.2																					Barnett																													27.6																					Parish"
"Liberty AA																				Allison & Alvord","James Madison FS																				French & Sedhai","Stevenson, Ron",Aff,"28.4																					Allison																													28.5																					Alvord																													28.2																					French																													28.7																					Sedhai"
"George Mason BT																				Beck & Troxel","Minnesota KL																				Kowal & Le","Milton, Nate",Neg,"28																					Beck																													27.9																					Troxel																													27.8																					Kowal																													28.1																					Le"
"James Madison SH																				Sure & Harris","Florida GS																				Gonzalez & Sanchez","Glass, Robert",Neg,"27.4																					Sure																													27.3																					Harris																													28.2																					Gonzalez																													28.1																					Sanchez"
"United States Military KK																				Kilcullen & Knight","George Mason KL																				Kazangian & Lauer","Miller, Ellie",Aff,"28																					Kilcullen																													27.9																					Knight																													27.4																					Kazangian																													27.5																					Lauer"
"George Mason LW																				Ludwig & Ward","Navy AP																				Amodeo & Psichas","Turner, Karen",Aff,"28																					Ludwig																													27.3																					Ward																													27.2																					Amodeo																													27.1																					Psichas"
"Liberty GS																				Grimes & Stewart","George Mason KV																				Kim & Velez","Patrice, Joe",Aff,"28																					Grimes																													27.9																					Stewart																													27.8																					Kim																													27.6																					Velez"
"United States Military RR																				Ruckman & Rosende","George Mason MZ																				Morrison & Zafar","Green, Justin",Aff,"28.7																					Ruckman																													28.6																					Rosende																													28.8																					Morrison																													28.5																					Zafar"
