Aff,Neg,Judging,Win
"Missouri - Kansas City SS																				Scott & Schartz","Iowa WO																				Oberto-Besso & Wright","DiPiazza, Philip																													Kirk, Justin																													McCullough, Hunter","Aff																																																		Aff																																																		Aff"
"Kansas WS																				Woodcock & Schrag","UT San Antonio NV																				Nation & Villarreal","Brennan, Eli																													Bunas, Shae																													Gonzalez, Joshua","Aff																																																		Aff																																																		Aff"
