Aff,Neg,Judging,Win
"Iowa KL																				Kimbrough & Liriano","Kansas State PR																				Pena & Ramirez","Green, LaToya																													Crossan, Ben																													Feldman, Jonah","Aff																																																																							Neg																													Aff"
