Aff,Neg,Judging,Win
"Liberty OT																				Omala & Thomas","Wake Forest NW																				Nys & Williams","Brown, Isaac																													Jackson, Jalisa																													Woodward, David Michael","Neg																																																									Aff																																											Neg"
