Aff,Neg,Judging,Win
"Kansas State PL																				Pena & Leyba","Central Oklahoma HS																				Hilligoss & Stidham","McCullough, Hunter																													McFarland, Hunter																													Ogbuli, Anthony","Neg																																																		Neg																																																									Aff"
"Wichita State CW																				Crane & Welch","Wyoming CH																				Culver & Henman","Bunas, Shae																													Quinn, Colin																													Samuels, Phil","Aff																																											Neg																																																		Neg"
