Aff,Neg,Judging,Win
"Baylor CW																				Walberg & Conner","Missouri - Kansas City HM																				Hauschildt & Mitchell","Engelbert, Issie																													Hagney, Mitch																													Pearson, Kristin","Aff																																											Neg																																																		Neg"
