Aff,Neg,Judging,Win
"Harvard SH																				Sanjeev & Herman","Kansas BR																				Bell & Robinson","Cram, Travis																													Hirn, Kevin																													Regnier, Jason																													Samuels, Phil																													Turner, John","Aff																																																		Aff																																																		Aff																																																		Aff																																																		Aff"
