Aff,Neg,Judging,Win
"Northern Iowa KM																				Kuiper & Miller","Kansas SW																				Schrag & Woodcock","Bunas, Shae																													McFarland, Ryan																													Vint, Kyle","Neg																																																		Neg																																																		Neg"
"Wichita State OS																				O'Donnell & Saunders","Kansas GS																				Glasscock & Sosalla-Bahr","Baker, Will																													Regnier, Jason																													Schauer, Courtney","Aff																																																		Aff																																																		Aff"
"NYU LR																				Lloyd & Raveneau","Wichita State CW																				Crane & Welch","Bosch, Emily																													Loehr, Jacob																													Samuels, Phil","Neg																													Aff																																																																							Neg"
"UT Dallas AR																				Agarwala & Rizvi","Central Oklahoma CM																				Colen & Moore","Chase, Allie																													Cram, Travis																													Quinn, Colin","Neg																																																		Neg																																																		Neg"
"Missouri - Kansas City SK																				Scott & Kroger","Kansas State PL																				Pena & Leyba","DiPiazza, Philip																													Vitolo, CV																													Zhan, Bobby","Neg																																																		Neg																																																		Neg"
"Kansas CH																				Crater & Henry","Central Oklahoma HS																				Hilligoss & Stidham","Loghry, Chris																													McCullough, Hunter																													Munday, Matt","Neg																																																		Neg																																																		Neg"
"Iowa RW																				Roetlin & Wright","Baylor SW																				Sheaff & Walberg","Harris, Scott																													Russell, Jason																													Walters, Heather","Aff																																											Neg																																																		Neg"
"Wyoming CH																				Culver & Henman","Concordia DH																				Depass & Rose","Beier, Ian																													Stroud, Micheal																													Tews, Richard","Aff																																																		Aff																																																																							Neg"
