Aff,Neg,Judging,Win
"Michigan State TS																				Thur & Strong","RutgersNewark MN																				Murphy & Nave","Baez, Kristiana																													Hirn, Kevin																													Weil, Stephen","Neg																																																		Neg																													Aff"
"Emory KS																				Karthikeyan & Sigalos","Michigan KM																				Morgan & Krakoff","Bolman, Brad																													Kennedy, Patrick																													Spring, Sarah","Aff																																																		Aff																																											Neg"
"Wake Forest AS																				Athanasopoulos & Sugino","Georgetown KL																				Knez & Louvis","Feldman, Jonah																													Lundeen, Geoff																													Varda, Scott","Aff																																																		Aff																																																		Aff"
"Liberty BC																				Byram & Chiri","West Georgia MS																				Muhammad & Sharif","Cherry, Kaine																													Crossan, Ben																													Smith, Elijah","Aff																																																		Aff																																																		Aff"
