Aff,Neg,Judging,Win
"Liberty BC																				Byram & Chiri","Wake Forest AS																				Athanasopoulos & Sugino","Bolman, Brad																													Johnson, Willie																													Reid-Brinkley, Shanara","Aff																																											Neg																																																									Aff"
"Rutgers-Newark NM																				Murphy & Nave","Michigan KM																				Krakoff & Morgan","Eisenstadt, Michael																													Guevara, Omar																													Shook, Lindsey","Neg																																																									Aff																																																		Aff"
"Harvard HS																				Herman & Sanjeev","Kansas BR																				Bell & Robinson","Bhattacharjee, Risha																													Crowe, Chris																													Regnier, Jason","Aff																																																		Aff																																																		Aff"
"Emory KS																				Karthikeyan & Sigalos","Southern California SS																				Saiedian & Sharma","Campbell, Melanie																													Ehrlich, Miranda																													Harrigan, Casey","Aff																																																		Aff																																																		Aff"
"UC Berkeley SW																				Sergent-Leventhal & Wimsatt","George Mason KK																				Kaye & Kwon","Petersen, Mathew																													Repko, William																													Struth, Matt","Aff																																																		Aff																																																																							Neg"
"Trinity RS																				Rothenbaum & Solice","Northwestern MO																				McCarty & O'Brien","Bricker, Brett																													Hirn, Kevin																													Wunderlich, Carly","Neg																																																		Neg																																																		Neg"
"Michigan State TS																				Strong & Thur","UC Berkeley SM																				Muppalla & Spurlock","Antonucci, Michael																													Buntin, Jeff																													Justice, Jacob","Aff																																																		Aff																																																		Aff"
"Georgetown KL																				Knez & Louvis","Baylor BZ																				Boor & Zoda","Cram, Travis																													Turner, John																													Weil, Stephen","Aff																																											Neg																																																									Aff"
