Aff,Neg,Judging,Win
"Northwestern MO																				McCarty & O'Brien","Michigan KM																				Krakoff & Morgan","Bolman, Brad																													Kennedy, Patrick																													Petersen, Mathew																													Vitolo, Christina																													Williams, Brittany","Aff																																																																							Neg																													Aff																																																																							Neg																																																		Neg"
