Aff,Neg,Judging,Win
"Mary Washington KW																				Kaiser & Williams","Liberty BG																				Barnett & Green","Katsulas, John																													Walters, Heather																													Wunderlich, Carly","Neg																																																		Neg																																																		Neg"
"Boston Coll WW																				Wortsman & Wong","George Mason BT																				Beck & Troxel","Shook, Lindsey																													Stewart, Clay																													Weil, Stephen","Neg																																																		Neg																																																		Neg"
"George Mason AZ																				Ahmed & Zhao","Liberty AA																				Allison & Alvord","Brass, Oliver																													Galloway, Ryan																													Morris, Eric","Neg																																																		Neg																																																		Neg"
"Miami LL																				Li & Lynch","George Mason GR																				Guzman & Reddy","Hiland, Al																													Strauss, David																													Webster Dunn, Christy","Aff																																																		Aff																																											Neg"
