Aff,Neg,Judging,Win,Points/Ranks
"James Madison GT																				Gamboa & Thies","Wake Forest SS																				Shapiro & Sims","Holguin, Alex",Neg,"28.3																					Gamboa																													28.2																					Thies																													28.4																					Shapiro																													28.5																					Sims"
"Boston College CK																				Carelli & Kenner","Wake Forest CR																				Culp & Rapier","Febrizio, Mark",Aff,"28.8																					Carelli																													29.2																					Kenner																													28.7																					Culp																													28.5																					Rapier"
"James Madison YM																				Yim & Mueller","Mary Washington LS																				Lewis & Stackhouse","Paqueo, Niccolo",Neg,"27.5																					Yim																													27.6																					Mueller																													28.7																					Lewis																													28.5																					Stackhouse"
"James Madison BK																				Buchholz & Konrad","George Mason GM																				Ghanem & Melton","Godbey, Samantha",Aff,"29																					Buchholz																													29.1																					Konrad																													28.6																					Ghanem																													28.8																					Melton"
"James Madison CP																				Conroy & Perez","West Virginia MM																				Mullins & McTeer","Hall, Heather",Aff,"27.8																					Conroy																													28.1																					Perez																													28																					Mullins																													27.9																					McTeer"
"George Mason BO																				Brown & Oliver","Wake Forest ET																				Estrada & Tomasi","Milton, Nate",Neg,"28.7																					Brown																													28.5																					Oliver																													29																					Estrada																													28.9																					Tomasi"
"Binghamton FA																				Friedman & Allan","Wake Forest DV																				Dahm & Van Schenck","Edwards, Meagan",Aff,"28.6																					Friedman																													28.4																					Allan																													28.3																					Dahm																													28.2																					Van Schenck"
"Mary Washington CW																				Coon & Wimberly","James Madison MC																				Miller & Cooper","Ellis, Andy",Neg,"29.1																					Coon																													28.9																					Wimberly																													29																					Miller																													29.2																					Cooper"
"Cornell KR																				Knight & Rooney","George Mason DM																				Dailey & Massa","Hadi, Erin",Aff,"28.5																					Knight																													28.6																					Rooney																													27.9																					Dailey																													27.8																					Massa"
"James Madison DW																				Deihl & Wheeler","Wake Forest NR																				Nasar & Raudenbush","Thoma, Austin",Aff,"28.4																					Deihl																													28																					Wheeler																													27.9																					Nasar																													27.8																					Raudenbush"
