Aff,Neg,Judging,Win
"West Georgia SM																				Sharif & Muhammad","Liberty CB																				Chiri & Byram","Baez, Kristiana																													Pasquinelli, Sydney																													Steiner, Rebecca","Neg																																																									Aff																																											Neg"
