Aff,Neg,Judging,Win
"Wake Forest NW																				Nys & Williams","George Mason KM																				Kaye & Melton","Edwards, Meagan																													Crenshaw, Michael																													Hall, Michael","Neg																																																		Neg																																																									Aff"
