Aff,Neg,Judging,Win
"Oklahoma CL																				Campbell & Lee","Towson JR																				Johnson & Ruffin","Allen, Ben																													Bausch, Michael																													Cooper, Deven																													Denney, Ashley																													Hallinan, Blake																													Johnson, Willie																													Kozak, Christopher																													Mendenhall, Beth																													Montee, Andy																													Short, Eric																													Vincent, Christopher","Aff																																																		Aff																																											Neg																																																		Neg																																																		Neg																																																		Neg																																																		Neg																																																		Neg																																																									Aff																																																		Aff																																											Neg"
