Aff,Neg,Judging,Win
"George Mason CW																				Clarke & Wiseman","James Madison CT																				Conroy & Thies","Cram Helwich, David																													Revelins, Armands																													Ryan, Nick","Aff																																																																							Neg																																																		Neg"
