Aff,Neg,Judging,Win
"Missouri - Kansas City JS																				Jutt & Scott","Johnson County Community MS																				Moncure & Swanson","Brennan, Eli																													Eisenstadt, Michael																													McFarland, Hunter","Aff																																																		Aff																																																																							Neg"
"Missouri - Kansas City KH																				Kroger & Hauschildt","Kansas FM																				Fry & Massa","Loehr, Jacob																													Moore, Matthew																													Ogbuli, Anthony","Neg																																																		Neg																													Aff"
