Aff,Neg,Judging,Win
"Mary Washington CL																				Coon & Lewis","George Mason HO																				Howley & Oliver","Cram Helwich, David																													Bauer, Jenna																													Ryan, Nick","Aff																																																		Aff																																																		Aff"
