Aff,Neg,Judging,Win
"Missouri - Kansas City SW																				Schartz & Willett","Kansas OH																				Ottinger & Hassett","Baker, Will																													McFarland, Hunter																													Moore, Matthew","Aff																																																		Aff																																																																							Neg"
"Central Oklahoma CC																				Colen & Cauley","Kansas FR																				Fitzpatrick & Ross","Cram, Travis																													Loehr, Jacob																													Ogbuli, Anthony","Aff																																																																							Neg																													Aff"
"Kansas DS																				Delph & Sosalla-Bahr","Kansas FM																				Fry & Massa",BYE,
"Kansas BH																				Bajwa & Henry","Wyoming CH																				Culver & Henman","Brower, Brenden																													Morris, Eric																													Munday, Matt","Neg																																																		Neg																																																		Neg"
