Aff,Neg,Judging,Win
"UT San Antonio RW																				Rakestraw & Woeppel","San Francisco State BG																				Buchanan & Guardado","Shoell, Hannah																													Dela Cruz, Liz																													Marsh, Blake","Neg																																																		Neg																																																									Aff"
"Texas DS																				Dikeman & Sun","Oklahoma SM																				Stack-Nelson & Morris","Koehle, Joe																													Leeson-Schatz, Joe																													Souders, Michael","Aff																																																		Aff																																																		Aff"
