Aff,Neg,Judging,Win
"Central Oklahoma HS																				Hilligoss & Stidham","Texas KM																				Keleman & McKinley","DiPiazza, Philip																													Loehr, Jacob																													Loghry, Chris","Aff																																																		Aff																																																		Aff"
"Wichita State CW																				Crane & Welch","Central Oklahoma CM																				Colen & Moore","Chase, Allie																													Quinn, Colin																													Regnier, Jason","Aff																																																		Aff																																																																							Neg"
"Kansas State LP																				Leyba & Pena","Wichita State SO																				Saunders & O'Donnell","Bosch, Emily																													Leonardi, Chris																													Schauer, Courtney","Neg																																																		Neg																																																									Aff"
"Baylor SW																				Sheaff & Walberg","UT Dallas AR																				Agarwala & Rizvi","Cram, Travis																													Gonzalez, Joshua																													Harris, Scott","Aff																																																		Aff																																																		Aff"
