Aff,Neg,Judging,Win
"George Mason KT																				Kazangian & Turpen","Liberty AS																				Allison & Stewart","Godbey, Samantha																													Harkins, Matt																													Mullins, Stephen","Neg																																																		Neg																																																		Neg"
"George Mason BM																				Biggs & Mahowald","Liberty AB																				Alvord & Barnett","Kimball, Judd																													Rothenbaum, Nathan																													Weddington, Tommye","Neg																																																		Neg																																																		Neg"
