Aff,Neg,Judging,Win
"UT San Antonio CO																				Contreras & Okolo","Nevada Las Vegas JL																				Jones & LeClaire-Vazquez","Levin, Quinten																													Sanchez, Steven																													Thomas, Michelle","Neg																																																									Aff																																																		Aff"
"Emporia State JW																				Johnson & Warfield","UT San Antonio DW																				Dedick & Woeppel","Jackson, Christopher																													Smith, Jason																													Thoma, Austin","Neg																																																		Neg																																																		Neg"
