Aff,Neg,Judging,Win
"Kansas HW																				Hegna & Walter","Missouri - Kansas City JF																				Joseph & Fisher","Brennan, Eli																													Crossan, Ben																													Watts, Nick","Neg																																																		Neg																																																		Neg"
"United States Military BC																				Barlow & Caston","Kansas State KS																				Klucas & Scott","Moore, Matthew																													Ridley, Sean																													Snelling, Tyler","Aff																																																		Aff																																																		Aff"
"Rutgers-Newark HS																				Haughton & Stafford","Central Oklahoma HS																				Hilligoss & Stidham","Albiniak, Teddy																													Garcia-Lugo, Juan																													Steiner, Rebecca","Aff																																																		Aff																																											Neg"
"George Mason DM																				Dailey & Melton","Wyoming MM																				Marcum & McFarland","Eisenstadt, Michael																													Kirk, Justin																													Shook, Lindsey","Neg																																																		Neg																																																		Neg"
"Rutgers-Newark NM																				Nave & Murphy","Kansas State PR																				Pena & Ramirez","Allen, Ben																													Evans, Ignacio																													Hampton, Jyleesa																													Marty, Jillian																													Whitley, Kevin","Aff																																																		Aff																																																																							Neg																													Aff																																																																							Neg"
"UC Berkeley SI																				Spurlock & Irving-Thomas","Vermont BL																				Brough & Lee","Bhattacharjee, Risha																													Edwards, Meagan																													Yahom, Jefferson","Neg																																																		Neg																																																		Neg"
"Stanford AS																				Alison & Simon","San Francisco State MS																				Murray & Shaheed","Jackson, Jalisa																													Lee, Jr, George																													Wash, Ryan","Aff																																																		Aff																																											Neg"
"Liberty BC																				Byram & Chiri","Long Beach City DZ																				Deesse & Zapata","Cooper, Deven																													Johnson, Willie																													Lattimore, D'Sarah																													Reid-Brinkley, Shanara																													Williams, Brittany","Aff																																																		Aff																																																		Aff																																											Neg																																																		Neg"
