Aff,Neg,Judging,Win
"United States Military BC																				Barlow & Caston","George Mason DM																				Dailey & Massa","Weitz, Mike “;Shooter“;																													Cherry, Kaine																													Ruffin, Ameena","Aff																																																		Aff																																																		Aff"
