Aff,Neg,Judging,Win
"Oklahoma VN																				Nollert & VanHeteren","Binghamton GB																				Gopalakrishnan & Boyes","Ellis, Andy																													Holguin, Alex																													Murphy, Devane","Aff																																											Neg																																																									Aff"
