Aff,Neg,Judging,Win
"Harvard AS																				Asimow & Sanjeev","Emory KL																				Karthikeyan & Lowe","Call, Hannah																													Lastovica, Kyle																													Shook, Lindsey","Neg																																																		Neg																																																									Aff"
