Aff,Neg,Judging,Win
"Michig GW																				Walrath & Goldschlag","Kentuc HR																				Hackman & Rivas","Gonzalez, Joshua																													Meloche, Brad																													Stevenson, Ron","Aff																																																		Aff																																																		Aff"
"Michig RS																				Roche & Shelton","WaySta AD																				Anton & Davis","DeLong, Brian																													Garrett, Lincoln																													Short, Eric","Aff																																																		Aff																																																		Aff"
