Aff,Neg,Judging,Win,Points/Ranks
"CSU Northridge LB																				Luna & Baltazar-Flores","Weber State MN																				Madsen & Navidomskis","Stout, Daniel",Aff,"28																					Luna																													28.1																					Baltazar-Flores																													27.8																					Madsen																													27.9																					Navidomskis"
"Weber State AS																				Anderson & Self","Southwestern SD																				Snyder & Dibas","Voth, Ben",Neg,"27.2																					Anderson																													27.1																					Self																													27.8																					Snyder																													27.7																					Dibas"
"Weber State CR																				Copelin & Reeves","Oklahoma MC																				Moran & Cox","Eriksen, Kyle",Neg,"28																					Copelin																													28.1																					Reeves																													28.2																					Moran																													28.3																					Cox"
"Puget Sound PR																				Price & Ritner","Weber State KT																				Kingston & Tesori","Stevenson, James",Neg,"27.9																					Price																													28																					Ritner																													28.1																					Kingston																													28.2																					Tesori"
"San Francisco State AB											NONE &									 Bays","UT San Antonio AM																				Alanis & McIntosh","Dela Cruz, Liz",Aff,"-1 NONE 28.8																					Bays																													28.7																					Alanis																													28.6																					McIntosh"
"CSU Northridge AM																				Alomar & Martinez","Weber State KV																				Kaufman & Van Quakebeke","Thoma, Austin",Neg,"26.9																					Alomar																													27																					Martinez																													26.8																					Kaufman																													28																					Van Quakebeke"
