Aff,Neg,Judging,Win
"Kansas State PR																				Pena & Ramirez","UC Berkeley SW																				Sergent-Leventhal & Wimsatt","Hagwood, Ben																													Kozak, Christopher																													Stroud, Micheal","Neg																																																									Aff																																																		Aff"
"Cal State Fullerton DG																				Delgado & Gonzalez","Iowa KL																				Kimbrough & Liriano","Ajisafe, Jide																													Jackson, Jalisa																													Whitley, Kevin","Neg																																																		Neg																																																		Neg"
