Aff,Neg,Judging,Win
"UC Berkeley GW																				Gray & Wimsatt","UC Berkeley MS																				Muppalla & Spurlock",BYE,
"Georgetown LK																				Louvis & Knez","Wake Forest AS																				Athanasopoulos & Sugino","Feldman, Jonah																													Garrett, Lincoln																													Rebrovick, Tripp","Neg																																																									Aff																																																		Aff"
