Aff,Neg,Judging,Win
"UC Berkeley FG																				Fleming & Gray","Binghamton BA																				Buttgereit & Allan","Clarke, Kevin																													Lepp, Nick																													McBride, Brian","Aff																																																		Aff																																																		Aff"
"UC Berkeley DW																				Duncan & Wimsatt","UC Berkeley OP																				Obuchi & Park",BYE,
"Iowa NO																				Namakula & Oberto-Besso","United States Military MS																				Minter & Smith","Cooper, Deven																													Crossan, Ben																													Sehgal, Dhruv","Aff																																																		Aff																																																		Aff"
"UC Berkeley NH																				Neelakandan & harris","Nevada Las Vegas GH																				Gomez & Horn","Dhillon, Kiran																													McFarland, Hunter																													Rubaie, Brian","Neg																																																		Neg																																																		Neg"
