Aff,Neg,Judging,Win
"Michigan RL																				Randall & Love","Vanderbilt MD																				Markovich & Du","Brass, Oliver																													Stewart, Clay																													Vitolo, Christina","Aff																																																		Aff																																																																							Neg"
