Aff,Neg,Judging,Win
"Kansas EM																				Esquivel-Yglesias & Martin","UT San Antonio AO																				Alanis & Okolo","Cho, Nathan																													Loghry, Chris																													Sternhagen, Fred","Aff																																																		Aff																																																		Aff"
"Emporia State JM																				Johnson & Monteith","Kansas BT																				Bastian & Thomas","Denney, Ashley																													Nationa, Jesse																													Vega, Matthew","Neg																																																		Neg																																																		Neg"
