Aff,Neg,Judging,Win
"Wake Forest AD																				Athanasopoulos & Dean","Nevada Las Vegas HG																				Horn & Gomez","Revelins, Armands																													Starks, LaTonya																													Varda, Scott","Aff																																																		Aff																																																		Aff"
"Harvard MS																				Midha & Sanjeev","Kansas KR																				Katz & Robinson","Lepp, Nick																													Regnier, Jason																													Struth, Matt","Aff																																											Neg																																																									Aff"
"Northwestern CE																				Callahan & Esman","Minnesota AL																				Asirvatham & Leburu","Karthikeyan, Viveth																													Lastovica, Kyle																													Petersen, Mathew","Neg																													Aff																																																																							Neg"
"Emory FG																				Forman & Gazmararian","Oklahoma SJ																				Smith & Juarez","Bolman, Brad																													Kennedy, Sean																													Min, Richard","Aff																																																																							Neg																																																		Neg"
