Aff,Neg,Judging,Win
"Oklahoma HM																				Hurtado & Musapeta","UT Dallas LK																				Langer & Kapoor","Bunas, Shae																													Sternhagen, Fred																													Stroud, Micheal","Neg																																																		Neg																																																		Neg"
"NYU LR																				Lloyd & Raveneau","Johnson County Community DM																				Dodson & Moore","Ivanovic, Matea																													Beier, Ian																													Kersch, Brian","Aff																																																		Aff																																																																							Neg"
