Aff,Neg,Judging,Win
"Oklahoma NV																				Nollert & VanHeteren","Weber State LM																				Lovell & Mounarath","Richey, Kate																													Jallits, Matthew																													Stout, Daniel","Neg																																																		Neg																																																									Aff"
