Aff,Neg,Judging,Win
"Michigan MK																				Morgan & Krakoff","Georgetown KK																				Kazteridis & Krishnan","Green, Justin																													Hester, Michael																													Petit, Louie																													Samuels, Phil																													Suo, Michael","Aff																																																		Aff																																																		Aff																																																		Aff																																																																							Neg"
"Wake Forest AS																				Athanasopoulos & Sugino","Kansas FK																				Foreman & Khatri","Antonucci, Michael																													Hirn, Kevin																													Lundeen, Geoff																													Regnier, Jason																													Weil, Stephen","Neg																																																									Aff																																																		Aff																																																		Aff																																											Neg"
"West Georgia MS																				Muhammad & Sharif","Kentucky GV																				Geldof & Vargason","Cram Helwich, David																													Hall, Sherry																													Harris, Scott																													Herndon, James																													Quigley, Dylan","Neg																																																									Aff																																																		Aff																																											Neg																																																									Aff"
"Georgetown KL																				Knez & Louvis","Kansas Co																				Birzer & Cook","Garrett, Lincoln																													Repko, William																													Steiner, Rebecca																													Strauss, David																													Watson, Hays","Aff																																																		Aff																																																		Aff																																											Neg																																																									Aff"
"Northwestern OM																				O'Brien & McCarty","Northwestern KL																				Kohli & Lim",BYE,
"Wake Forest MS																				Mitchell & Shaw","Emory KS																				Karthikeyan & Sigalos","Buntin, Jeff																													Hardy, Aaron																													Justice, Jacob																													Reed, Andrea																													Wunderlich, Carly","Neg																																																		Neg																																																		Neg																																																		Neg																																																		Neg"
"Northwestern CE																				Callahan & Esman","Harvard HS																				Herman & Sanjeev","Bricker, Brett																													Fifelski, Kurt																													Lundeen, Sarah																													Markoff, Andrew																													Strange, Ken","Neg																																																		Neg																																																		Neg																																																		Neg																																																		Neg"
"Michigan State TS																				Thur & Strong","Kentucky GN																				Grasse & Noparstak","Bankey, Brendon																													Campbell, Melanie																													Gannon, Seth																													Paul, Jonathan																													Perkins, Dallas","Neg																																																		Neg																																																		Neg																																																		Neg																																																		Neg"
