Aff,Neg,Judging,Win
"NYU CG																				Choi & Gourrier","Missouri State DK																				Dobler & King","Crane, Leonora																													Reichle, Matt																													Stout, Daniel","Aff																																											Neg																																																		Neg"
"NYU RW																				Reed & Wang","Johnson County Community CE																				Coble & Esfandiary","Bess, Jeff																													Jackson, Jalisa																													McFarland, Hunter","Aff																																																		Aff																																																		Aff"
