Aff,Neg,Judging,Win
"Trinity DK																				Dill & Khullar","Kentucky AN																				Adam & Noparstak","O'Gorman, Danielle																													O'Gorman, Tom																													Watson, Hays","Neg																																																		Neg																																																									Aff"
