Aff,Neg,Judging,Win
"Binghamton BM																				Buttgereit & Mendelson","West Virginia WM																				Williams & Modestita","Fletcher, Brady																													Merkle, David																													Yahom, Jefferson","Neg																													Aff																																																		Aff"
