Aff,Neg,Judging,Win
"Binghamton MO																				Moore & De Los Santos","George Mason KZ																				Keckley & Zafar","Edwards, Meagan																													Rubino, Kathryn																													Williams, Christopher","Neg																																																		Neg																																																									Aff"
