Aff,Neg,Judging,Win,Points/Ranks
"WaySta AS																				Ashraf & Simone","Samfor BR																				Broadnax & Ramsey","Bleyle, Brittney",Neg,"28.3																					Ashraf																													28																					Simone																													28.1																					Broadnax																													28.2																					Ramsey"
"CenFlo MB																				Manoogian & Bolger","UNI PS																				Prochaska & Schrum","Mudd, Mary",Aff,"28																					Manoogian																													28.5																					Bolger																													27																					Prochaska																													27.5																					Schrum"
"Vander HR																				Hayner-Slattery & Ray","CenFlo JC																				Jurlina & Christie","Bhattacharjee, Risha",Neg,"28.5																					Hayner-Slattery																													28.3																					Ray																													28.6																					Jurlina																													28.4																					Christie"
