Aff,Neg,Judging,Win
"NYU LR																				Lloyd & Raveneau","UT Dallas LK																				Langer & Kapoor","Bosch, Emily																													Brennan, Eli																													Quinn, Colin","Neg																																																									Aff																																																		Aff"
