Aff,Neg,Judging,Win
"Florida SA																				Shukla & Alexis","George Mason LS																				Lockhart & Stankovic","Dillard-Knox, Tiffany																													Hirn, Kevin																													Regnier, Jason","Aff																																																		Aff																																																																							Neg"
"George Mason CC																				Coon & Currier","Vanderbilt CK																				Carey & Kunte","Apthorp, Alan																													Kuswa, Kevin																													Woodruff, Austin","Aff																																																		Aff																																																		Aff"
"Louisville BG																				Brown & Gordon","Trinity FL																				Faust & Lemmon","Ridley, Sean																													Spivey, Aubrey																													Stewart, Clay","Aff																																																		Aff																																																																							Neg"
"Michigan LR																				Love & Randall","Liberty GT																				Gulchuk & Thomas","Malsin, Mikaela																													Marianetti, Jadon																													Walters, Heather","Neg																																																		Neg																																																		Neg"
