Aff,Neg,Judging,Win,Points/Ranks
"Liberty HW																				Horning & Wambolt","George Mason BC																				Batterjee & Coon","Meloche, Brad",Aff,"29.4																					Horning																													29.1																					Wambolt																													28.8																					Batterjee																													29																					Coon"
"Miami AK																				Allen & Kardys","Emory GZ																				Gross & Zhou","Keller, Maria",Neg,"27.5																					Allen																													27.3																					Kardys																													27.4																					Gross																													27.6																					Zhou"
"Liberty DS																				Daniels & Sargent","George Mason MC																				Miller & Currier","Taylor, Terrell",Aff,"28.5																					Daniels																													28.6																					Sargent																													28.1																					Miller																													28																					Currier"
"Liberty BH																				Bishop & Hidalgo","George Mason AS																				Attiliis & Shoja","Kimball, Judd",Neg,"28.3																					Bishop																													27.9																					Hidalgo																													28																					Attiliis																													28.4																					Shoja"
"Minnesota GJ																				Gergen & Johnson","Emory WC																				Chase & Wagmo","Murray, Lindsey",Aff,"27.2																					Gergen																													28.4																					Johnson																													1.0																					Wagmo																													28.9																					Nelson"
"Liberty JM																				Johnson & Myers","United States Military FM																				Flores & Minter","Spivey, Aubrey",Neg,"27.8																					Johnson																													28																					Myers																													28.2																					Flores																													27.9																					Minter"
"Liberty GT																				Gulchuk & Thomas","Navy YG																				Yu & German","Young, Mariah",Aff,"28.2																					Gulchuk																													28.1																					Thomas																													27.5																					Yu																													27.6																					German"
"Washington CL																				Chiriac & Laughlin","George Mason LS																				Lockhart & Stankovic","Katsulas, John",Neg,"27.5																					Chiriac																													27.9																					Laughlin																													27.7																					Lockhart																													27.8																					Stankovic"
"Mary Washington RR																				Rao & Rowles","James Madison NE																				Nickoloau & Evans","Waldinger, Patrick",Aff,"28.8																					Rao																													29																					Rowles																													28.4																					Nickoloau																													28.6																					Evans"
"Emory CR																				Carter & Reibman","Samford ST																				Staples & Terrill","Nagy, John",Aff,"27.4																					Carter																													27.5																					Reibman																													27.3																					Staples																													27.2																					Terrill"
"Navy KM																				Kim & McNamara","Michigan LR																				Love & Randall","Lopez, Leandra",Neg,"28.5																					Kim																													28.7																					McNamara																													29																					Love																													28.8																					Randall"
"United States Military CK																				chen & Kreher","Clarion VC																				Verona & Callenburg","Hall, Heather",Aff,"28.3																					Chen																													27.8																					Kreher																													28.1																					Verona																													28																					Callenburg"
