Aff,Neg,Judging,Win
"UC Berkeley SM																				Spurlock & Muppalla","Rutgers-Newark NM																				Nave & Murphy","Eisenstadt, Michael																													Kennedy, Patrick																													Whitley, Kevin","Aff																																																																							Neg																																																		Neg"
