Aff,Neg,Judging,Win
"Kansas HW																				Hegna & Walter","Missouri - Kansas City FJ																				Fisher & Joseph","DiPiazza, Philip																													Garcia-Lugo, Juan																													McFarland, Ryan","Neg																																																		Neg																																																									Aff"
