Aff,Neg,Judging,Win
"Harvard HS																				Herman & Sanjeev","Emory FL																				Forman & Lowe","Cram Helwich, David																													Lastovica, Kyle																													McCleary, Patrick","Aff																																																		Aff																																																		Aff"
