Aff,Neg,Judging,Win
"Kansas KR																				Katz & Robinson","Harvard MS																				Midha & Sanjeev","Ard, Marquis																													Hiland, Al																													Malsin, Mikaela","Aff																																											Neg																																																		Neg"
