Aff,Neg,Judging,Win
"Liberty BW																				Blow & Wierschem","George Mason AC																				Ahmed & Clarke","Bauer, Jenna																													Patrice, Joe																													Tippets, Misty","Neg																																																		Neg																																																		Neg"
"West Virginia BC																				Baker & Colón","James Madison WK																				Wardak & Konrad","Call, Hannah																													Hagwood, Ben																													Ryan, Nick","Neg																													Aff																																																		Aff"
